Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
sep-21;Mujer;Retiro;Entre 56 y 65 años;Española;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías;3129;Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías;3132;Técnicos en instalaciones de tratamiento de residuos, de aguas y otros operadores en plantas similares
sep-21;Mujer;Villaverde;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;;;;
sep-21;Hombre;Usera;Entre 56 y 65 años;Española;3833;Técnicos de ingeniería de las telecomunicaciones;3510;Agentes y representantes comerciales;2443;Ingenieros en telecomunicaciones
sep-21;Hombre;Chamberí;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;;;;
sep-21;Hombre;Carabanchel;Menor de 25 años;Española;9820;Reponedores;9229;Otro personal de limpieza;;
sep-21;Mujer;Centro;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5110;Cocineros asalariados;5710;Trabajadores de los cuidados personales a domicilio
sep-21;Mujer;Latina;Entre 36 y 45 años;Española;2824;Profesionales del trabajo y la educación social;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio
sep-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;;
sep-21;Hombre;Ciudad Lineal;Entre 26 y 35 años;Española;;;;;;
sep-21;Mujer;Latina;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;;;;
sep-21;Hombre;Salamanca;Entre 46 y 55 años;Española;2931;Artistas de artes plásticas y visuales;2484;Diseñadores gráficos y multimedia;2939;Artistas creativos e interpretativos no clasificados bajo otros epígrafes
sep-21;Mujer;Arganzuela;Menor de 25 años;Española;;;;;;
sep-21;Hombre;Hortaleza;Menor de 25 años;Española;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías;;;;
sep-21;Mujer;Moncloa-aravaca;Entre 46 y 55 años;Española;2210;Profesores de universidades y otra enseñanza superior (excepto formación profesional);3733;Técnicos en galerías de arte, museos y bibliotecas;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
sep-21;Hombre;Latina;Menor de 25 años;Española;7323;Ajustadores y operadores de máquinas-herramienta;5120;Camareros asalariados;9320;Preparadores de comidas rápidas
sep-21;Mujer;Tetuán;Menor de 25 años;Española;2252;Técnicos en educación infantil;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
sep-21;Mujer;Arganzuela;Menor de 25 años;Comunitaria;;;;;;
sep-21;Mujer;Hortaleza;Menor de 25 años;Española;;;;;;
sep-21;Mujer;Latina;Entre 36 y 45 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;5722;Cuidadores de niños en domicilios
sep-21;Mujer;Chamberí;Entre 46 y 55 años;Española;;;;;;
sep-21;Mujer;Vicálvaro;Menor de 25 años;Española;;;;;;
sep-21;Mujer;Vicálvaro;Menor de 25 años;Española;;;;;;
sep-21;Mujer;Vicálvaro;Menor de 25 años;Extracomunitaria;;;;;;
sep-21;Hombre;Vicálvaro;Menor de 25 años;Española;;;;;;
sep-21;Mujer;Vicálvaro;Menor de 25 años;Española;;;;;;
sep-21;Mujer;Vicálvaro;Menor de 25 años;Extracomunitaria;;;;;;
sep-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;;;;
sep-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;;
sep-21;Hombre;Otro Municipio;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5621;Técnicos auxiliares de farmacia;;
sep-21;Mujer;Villaverde;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9443;Barrenderos y afines;5710;Trabajadores de los cuidados personales a domicilio
sep-21;Mujer;Villaverde;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio;5500;Cajeros y taquilleros (excepto bancos)
sep-21;Mujer;Villaverde;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;;
sep-21;Mujer;Vicálvaro;Entre 56 y 65 años;Española;4412;Recepcionistas (excepto de hoteles);5710;Trabajadores de los cuidados personales a domicilio;;
sep-21;Hombre;Barajas;Entre 36 y 45 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;2923;Filólogos, intérpretes y traductores;2923;Filólogos, intérpretes y traductores
sep-21;Mujer;Barajas;Entre 46 y 55 años;Extracomunitaria;9100;Empleados domésticos;5722;Cuidadores de niños en domicilios;5722;Cuidadores de niños en domicilios
sep-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9100;Empleados domésticos;5120;Camareros asalariados
sep-21;Hombre;Otro Municipio;Entre 46 y 55 años;Española;3713;Profesionales de apoyo al trabajo y a la educación social;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2422;Ingenieros agrónomos
sep-21;Mujer;Hortaleza;Entre 46 y 55 años;Española;4301;Grabadores de datos;3613;Asistentes de dirección y administrativos;5893;Cuidadores de animales y adiestradores
sep-21;Mujer;Chamberí;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
sep-21;Mujer;Villa De Vallecas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
sep-21;Mujer;Moratalaz;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
sep-21;Mujer;Tetuán;Entre 26 y 35 años;Española;;;;;;
sep-21;Hombre;Centro;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
oct-21;Mujer;Villaverde;Entre 56 y 65 años;Española;9100;Empleados domésticos;5722;Cuidadores de niños en domicilios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
oct-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3322;Técnicos superiores en documentación sanitaria;;;;
oct-21;Mujer;Villaverde;Entre 36 y 45 años;Comunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-21;Hombre;Fuencarral-el Pardo;Entre 46 y 55 años;Española;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-21;Mujer;Usera;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;9100;Empleados domésticos
oct-21;Mujer;Carabanchel;Entre 36 y 45 años;Española;4121;Empleados de control de abastecimientos e inventario;3510;Agentes y representantes comerciales;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
oct-21;Mujer;Villa De Vallecas;Entre 36 y 45 años;Española;7899;Oficiales, operarios y artesanos de otros oficios no clasificados bajo otros epígrafes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;4424;Teleoperadores
oct-21;Hombre;Tetuán;Menor de 25 años;Extracomunitaria;7132;Instaladores de cerramientos metálicos y carpinteros metálicos (excepto montadores de estructuras metálicas);;;;
oct-21;Hombre;Latina;Menor de 25 años;Española;7132;Instaladores de cerramientos metálicos y carpinteros metálicos (excepto montadores de estructuras metálicas);;;;
oct-21;Mujer;Carabanchel;Entre 36 y 45 años;Comunitaria;;;;;;
oct-21;Mujer;Retiro;Entre 46 y 55 años;Española;5220;Vendedores en tiendas y almacenes;;;;
oct-21;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Extracomunitaria;5992;Bañistas-socorristas;7191;Mantenedores de edificios;3722;Entrenadores y árbitros de actividades deportivas
sep-21;Mujer;Fuencarral-el Pardo;Menor de 25 años;Española;3831;Técnicos de grabación audiovisual;4411;Empleados de información al usuario;3831;Técnicos de grabación audiovisual
sep-21;Hombre;San Blas;Entre 46 y 55 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;3510;Agentes y representantes comerciales
sep-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;4412;Recepcionistas (excepto de hoteles)
sep-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9229;Otro personal de limpieza;9100;Empleados domésticos
sep-21;Hombre;San Blas;Entre 26 y 35 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas;5110;Cocineros asalariados
sep-21;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;7832;Patronistas para productos en textil y piel;;
sep-21;Hombre;Centro;Menor de 25 años;Española;2484;Diseñadores gráficos y multimedia;5220;Vendedores en tiendas y almacenes;9820;Reponedores
sep-21;Hombre;Ciudad Lineal;Entre 46 y 55 años;Española;7191;Mantenedores de edificios;3122;Técnicos en construcción;3613;Asistentes de dirección y administrativos
sep-21;Mujer;Latina;Entre 36 y 45 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;5611;Auxiliares de enfermería hospitalaria
oct-21;Mujer;Retiro;Entre 26 y 35 años;Española;2321;Especialistas en métodos didácticos y pedagógicos;2823;Psicólogos;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
oct-21;Hombre;Usera;Menor de 25 años;Española;2413;Químicos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5500;Cajeros y taquilleros (excepto bancos)
oct-21;Mujer;Villa De Vallecas;Menor de 25 años;Española;2322;Profesores de enseñanza no reglada de idiomas;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;4422;Recepcionistas de hoteles
oct-21;Mujer;Latina;Entre 56 y 65 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;;
oct-21;Hombre;Fuencarral-el Pardo;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
oct-21;Mujer;Latina;Entre 46 y 55 años;Española;4424;Teleoperadores;4424;Teleoperadores;5420;Operadores de telemarketing
oct-21;Hombre;Otro Municipio;Entre 56 y 65 años;Española;;;;;;
oct-21;Mujer;Centro;Entre 36 y 45 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2652;Profesionales de relaciones públicas;;
oct-21;Hombre;Villa De Vallecas;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;;
oct-21;Mujer;Otro Municipio;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;;;;
oct-21;Mujer;Villa De Vallecas;Entre 46 y 55 años;Extracomunitaria;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5120;Camareros asalariados
oct-21;Mujer;Moncloa-aravaca;Entre 26 y 35 años;Extracomunitaria;;;;;;
oct-21;Hombre;Otro Municipio;Entre 46 y 55 años;Española;8432;Conductores asalariados de camiones;8432;Conductores asalariados de camiones;;
oct-21;Mujer;Moratalaz;Entre 56 y 65 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;7623;Trabajadores de procesos de encuadernación;9310;Ayudantes de cocina
oct-21;Mujer;Centro;Entre 36 y 45 años;Española;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
oct-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Comunitaria;2251;Maestros de educación infantil;2824;Profesionales del trabajo y la educación social;2240;Profesores de enseñanza primaria
sep-21;Mujer;Ciudad Lineal;Entre 36 y 45 años;Española;2251;Maestros de educación infantil;;;;
sep-21;Hombre;Usera;Menor de 25 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
sep-21;Hombre;Arganzuela;Menor de 25 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2484;Diseñadores gráficos y multimedia;3739;Otros técnicos y profesionales de apoyo de actividades culturales y artísticas
sep-21;Hombre;Carabanchel;Menor de 25 años;Española;4424;Teleoperadores;9443;Barrenderos y afines;3713;Profesionales de apoyo al trabajo y a la educación social
sep-21;Mujer;Vicálvaro;Entre 56 y 65 años;Comunitaria;9229;Otro personal de limpieza;9100;Empleados domésticos;9100;Empleados domésticos
sep-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4422;Recepcionistas de hoteles;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
sep-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4411;Empleados de información al usuario;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
sep-21;Mujer;Hortaleza;Entre 36 y 45 años;Española;3732;Diseñadores y decoradores de interior;;;;
sep-21;Mujer;Villaverde;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5824;Azafatos de tierra;;
sep-21;Mujer;San Blas;Entre 56 y 65 años;Extracomunitaria;;;;;;
sep-21;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
sep-21;Mujer;San Blas;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores;5721;Cuidadores de niños en guarderías y centros educativos
sep-21;Mujer;Villaverde;Entre 56 y 65 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5500;Cajeros y taquilleros (excepto bancos);;
sep-21;Mujer;Carabanchel;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
sep-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;;;;
sep-21;Hombre;Villaverde;Entre 26 y 35 años;Comunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;7131;Carpinteros (excepto ebanistas);7191;Mantenedores de edificios
sep-21;Mujer;Villaverde;Entre 46 y 55 años;Española;7834;Costureros a mano, bordadores y afines;4412;Recepcionistas (excepto de hoteles);5500;Cajeros y taquilleros (excepto bancos)
sep-21;Mujer;Carabanchel;Entre 36 y 45 años;Española;;;;;;
sep-21;Hombre;Arganzuela;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
sep-21;Mujer;Villaverde;Entre 26 y 35 años;Comunitaria;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles);5220;Vendedores en tiendas y almacenes
sep-21;Mujer;Vicálvaro;Entre 36 y 45 años;Española;5500;Cajeros y taquilleros (excepto bancos);4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;9100;Empleados domésticos
sep-21;Mujer;Tetuán;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4424;Teleoperadores;;
sep-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;4411;Empleados de información al usuario
sep-21;Hombre;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5833;Conserjes de edificios;9229;Otro personal de limpieza
sep-21;Mujer;Usera;Menor de 25 años;Extracomunitaria;;;;;;
sep-21;Hombre;Arganzuela;Entre 46 y 55 años;Española;5220;Vendedores en tiendas y almacenes;5833;Conserjes de edificios;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
sep-21;Mujer;Ciudad Lineal;Entre 36 y 45 años;Extracomunitaria;;;;;;
sep-21;Mujer;Vicálvaro;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;;;;
sep-21;Mujer;Latina;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio
sep-21;Mujer;San Blas;Entre 36 y 45 años;Española;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores;;
sep-21;Mujer;Latina;Entre 36 y 45 años;Española;;;;;;
sep-21;Mujer;Usera;Entre 26 y 35 años;Española;;;;;;
sep-21;Mujer;Fuencarral-el Pardo;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
sep-21;Hombre;Puente De Vallecas;Entre 36 y 45 años;Española;;;;;;
oct-21;Hombre;Latina;Entre 26 y 35 años;Comunitaria;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;7121;Albañiles;9310;Ayudantes de cocina
oct-21;Mujer;Moratalaz;Entre 46 y 55 años;Extracomunitaria;3510;Agentes y representantes comerciales;;;;
oct-21;Mujer;Latina;Entre 46 y 55 años;Española;4424;Teleoperadores;4301;Grabadores de datos;2322;Profesores de enseñanza no reglada de idiomas
oct-21;Mujer;Hortaleza;Entre 26 y 35 años;Extracomunitaria;3122;Técnicos en construcción;9811;Peones del transporte de mercancías y descargadores;4123;Empleados de logística y transporte de pasajeros y mercancías
sep-21;Hombre;Carabanchel;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
sep-21;Mujer;Tetuán;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
sep-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;4424;Teleoperadores;4301;Grabadores de datos;3613;Asistentes de dirección y administrativos
sep-21;Hombre;Otro Municipio;Entre 36 y 45 años;Española;7191;Mantenedores de edificios;7510;Electricistas de la construcción y afines;;
sep-21;Hombre;Otro Municipio;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;8432;Conductores asalariados de camiones;4111;Empleados de contabilidad
sep-21;Hombre;Moratalaz;Entre 26 y 35 años;Española;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías;;;;
oct-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;3322;Técnicos superiores en documentación sanitaria;;;;
oct-21;Mujer;Moratalaz;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles)
oct-21;Mujer;Usera;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5110;Cocineros asalariados;;
oct-21;Hombre;Villaverde;Menor de 25 años;Española;7401;Mecánicos y ajustadores de vehículos de motor;5220;Vendedores en tiendas y almacenes;7313;Chapistas y caldereros
oct-21;Mujer;Otro Municipio;Menor de 25 años;Española;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías;;;;
oct-21;Hombre;Vicálvaro;Entre 36 y 45 años;Española;9700;Peones de las industrias manufactureras;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas
oct-21;Hombre;Hortaleza;Entre 56 y 65 años;Española;5220;Vendedores en tiendas y almacenes;8412;Conductores asalariados de automóviles, taxis y furgonetas;7701;Matarifes y trabajadores de las industrias cárnicas
oct-21;Mujer;Fuencarral-el Pardo;Menor de 25 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;;
oct-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;;
oct-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;3611;Supervisores de secretaría;5220;Vendedores en tiendas y almacenes
oct-21;Hombre;Carabanchel;Entre 26 y 35 años;Española;2823;Psicólogos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;
oct-21;Mujer;Villaverde;Entre 36 y 45 años;Española;2824;Profesionales del trabajo y la educación social;3613;Asistentes de dirección y administrativos;1113;Directores de organizaciones de interés social
oct-21;Hombre;Hortaleza;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
oct-21;Mujer;Tetuán;Entre 46 y 55 años;Española;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos;2611;Especialistas en contabilidad
oct-21;Hombre;Puente De Vallecas;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
oct-21;Hombre;Moncloa-aravaca;Entre 26 y 35 años;Española;7191;Mantenedores de edificios;7221;Fontaneros;;
oct-21;Mujer;Tetuán;Entre 26 y 35 años;Comunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;5811;Peluqueros
oct-21;Hombre;Puente De Vallecas;Entre 26 y 35 años;Española;2729;Especialistas en bases de datos y en redes informáticas no clasificados bajo otros epígrafes;;;;
oct-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
oct-21;Mujer;Latina;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
oct-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4424;Teleoperadores;;;;
oct-21;Mujer;Carabanchel;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;;
oct-21;Hombre;Carabanchel;Entre 36 y 45 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;7121;Albañiles;;
oct-21;Hombre;Vicálvaro;Menor de 25 años;Española;;;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores
oct-21;Mujer;Tetuán;Entre 36 y 45 años;Española;;;;;;
oct-21;Hombre;Villa De Vallecas;Entre 46 y 55 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;;;;
oct-21;Mujer;Carabanchel;Entre 56 y 65 años;Española;5500;Cajeros y taquilleros (excepto bancos);4424;Teleoperadores;;
oct-21;Hombre;Chamberí;Entre 56 y 65 años;Española;7191;Mantenedores de edificios;7323;Ajustadores y operadores de máquinas-herramienta;7322;Trabajadores de la fabricación de herramientas, mecánico-ajustadores, modelistas, matriceros y afines
oct-21;Hombre;Vicálvaro;Entre 56 y 65 años;Española;7191;Mantenedores de edificios;;;;
oct-21;Mujer;Otro Municipio;Menor de 25 años;Española;3739;Otros técnicos y profesionales de apoyo de actividades culturales y artísticas;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos
oct-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4424;Teleoperadores;4412;Recepcionistas (excepto de hoteles);3613;Asistentes de dirección y administrativos
oct-21;Mujer;Fuencarral-el Pardo;Entre 56 y 65 años;Española;5220;Vendedores en tiendas y almacenes;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-21;Mujer;Villa De Vallecas;Entre 36 y 45 años;Española;;;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
oct-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;1501;Directores y gerentes de empresas de actividades recreativas, culturales y deportivas;3722;Entrenadores y árbitros de actividades deportivas;;
oct-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos)
oct-21;Mujer;Usera;Entre 26 y 35 años;Española;;;;;;
oct-21;Mujer;Latina;Entre 26 y 35 años;Comunitaria;3723;Instructores de actividades deportivas;;;;
oct-21;Mujer;Tetuán;Entre 56 y 65 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles);;
oct-21;Hombre;Tetuán;Menor de 25 años;Española;;;;;;
oct-21;Mujer;Hortaleza;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;;
oct-21;Mujer;Centro;Menor de 25 años;Española;2824;Profesionales del trabajo y la educación social;3713;Profesionales de apoyo al trabajo y a la educación social;2825;Agentes de igualdad de oportunidades entre mujeres y hombres
oct-21;Mujer;Villaverde;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes
oct-21;Hombre;Villaverde;Entre 36 y 45 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;5899;Trabajadores de servicios personales no clasificados bajo otros epígrafes;;
oct-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;5611;Auxiliares de enfermería hospitalaria;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio
oct-21;Mujer;Otro Municipio;Menor de 25 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5825;Guías de turismo;3613;Asistentes de dirección y administrativos
oct-21;Mujer;Arganzuela;Menor de 25 años;Española;2823;Psicólogos;;;;
oct-21;Mujer;Arganzuela;Entre 46 y 55 años;Española;2623;Especialistas de la Administración Pública;2824;Profesionales del trabajo y la educación social;2624;Especialistas en políticas y servicios de personal y afines
oct-21;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;;;;;;
oct-21;Mujer;Carabanchel;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;;;;
oct-21;Mujer;Puente De Vallecas;Menor de 25 años;Española;5611;Auxiliares de enfermería hospitalaria;5611;Auxiliares de enfermería hospitalaria;5612;Auxiliares de enfermería de atención primaria
oct-21;Mujer;Latina;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles);5120;Camareros asalariados
oct-21;Mujer;Barajas;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;
oct-21;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
oct-21;Mujer;Villaverde;Entre 36 y 45 años;Española;2252;Técnicos en educación infantil;4411;Empleados de información al usuario;5500;Cajeros y taquilleros (excepto bancos)
oct-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes;3510;Agentes y representantes comerciales
